Irradiance,Resistance,I1,V1,I2,V2,I3,V3,I4,V4,I5,V5,I6,V6,Fault
1000,25.5,1.052,161.73,1.052,161.73,1.052,161.73,1.052,161.73,1.052,161.73,1.052,161.73,0
1000,25.6,1.048,161.738,1.048,161.738,1.048,161.738,1.048,161.738,1.048,161.738,1.048,161.738,0
1000,25.7,1.044,161.749,1.044,161.749,1.044,161.749,1.044,161.749,1.044,161.749,1.044,161.749,0
1000,25.8,1.04,161.76,1.04,161.76,1.04,161.76,1.04,161.76,1.04,161.76,1.04,161.76,0
1000,25.9,1.036,161.771,1.036,161.771,1.036,161.771,1.036,161.771,1.036,161.771,1.036,161.771,0
1000,26,1.032,161.781,1.032,161.781,1.032,161.781,1.032,161.781,1.032,161.781,1.032,161.781,0
1000,26.1,1.028,161.791,1.028,161.791,1.028,161.791,1.028,161.791,1.028,161.791,1.028,161.791,0
1000,26.2,1.024,161.801,1.024,161.801,1.024,161.801,1.024,161.801,1.024,161.801,1.024,161.801,0
1000,26.3,1.02,161.811,1.02,161.811,1.02,161.811,1.02,161.811,1.02,161.811,1.02,161.811,0
1000,26.4,1.016,161.821,1.016,161.821,1.016,161.821,1.016,161.821,1.016,161.821,1.016,161.821,0
1000,26.5,1.013,161.832,1.013,161.832,1.013,161.832,1.013,161.832,1.013,161.832,1.013,161.832,0
1000,26.6,1.01,161.842,1.01,161.842,1.01,161.842,1.01,161.842,1.01,161.842,1.01,161.842,0
1000,26.7,1.005,161.852,1.005,161.852,1.005,161.852,1.005,161.852,1.005,161.852,1.005,161.852,0
1000,26.8,1.002,161.862,1.002,161.862,1.002,161.862,1.002,161.862,1.002,161.862,1.002,161.862,0
1000,26.9,0.998,161.872,0.998,161.872,0.998,161.872,0.998,161.872,0.998,161.872,0.998,161.872,0
1000,27,0.994,161.982,0.994,161.982,0.994,161.982,0.994,161.982,0.994,161.982,0.994,161.982,0
1000,10,3.10064,155.83529,3.10064,155.83529,3.10064,155.83529,0,155.03218,3.10064,155.83529,3.10064,155.83529,3
1000,2,8.1013,81.8215,8.1013,81.8215,8.1013,81.8215,0,81.01349,8.1013,81.8215,8.1013,81.8215,3
1000,3,7.9622,120.24,7.9622,120.24,7.9622,120.24,0,119.433,7.9622,120.24,7.9622,120.24,3
1000,4,6.918063,139.1861,6.918063,139.1861,6.918063,139.1861,0,138.3612,6.918063,139.1861,6.918063,139.1861,3
1000,5,5.7998,145.801,5.7998,145.801,5.7998,145.801,0,144.995,5.7998,145.801,5.7998,145.801,3
1000,6,4.954429,149.4378,4.954429,149.4378,4.954429,149.4378,0,148.632,4.954429,149.4378,4.954429,149.4378,3
1000,7,4.3148,151.8226,4.3148,151.8226,4.3148,151.8226,0,151.018,4.3148,151.8226,4.3148,151.8226,3
1000,8,3.8181,153.5304,3.8181,153.5304,3.8181,153.5304,0,152.7265,3.8181,153.5304,3.8181,153.5304,3
1000,9,3.4226,154.8216,3.4226,154.8216,3.4226,154.8216,0,154.018,3.4226,154.8216,3.4226,154.8216,3
1000,10,3.10064,155.83529,3.10064,155.83529,3.10064,155.83529,3.10064,155.83529,3.10064,155.83529,0,155.03218,3
1000,2,8.1013,81.8215,8.1013,81.8215,8.1013,81.8215,8.1013,81.8215,8.1013,81.8215,0,81.01349,3
1000,3,7.9622,120.24,7.9622,120.24,7.9622,120.24,7.9622,120.24,7.9622,120.24,0,119.433,3
1000,4,6.918063,139.1861,6.918063,139.1861,6.918063,139.1861,6.918063,139.1861,6.918063,139.1861,0,138.3612,3
1000,5,5.7998,145.801,5.7998,145.801,5.7998,145.801,5.7998,145.801,5.7998,145.801,0,144.995,3
1000,6,4.954429,149.4378,4.954429,149.4378,4.954429,149.4378,4.954429,149.4378,4.954429,149.4378,0,148.632,3
1000,7,4.3148,151.8226,4.3148,151.8226,4.3148,151.8226,4.3148,151.8226,4.3148,151.8226,0,151.018,3
1000,8,3.8181,153.5304,3.8181,153.5304,3.8181,153.5304,3.8181,153.5304,3.8181,153.5304,0,152.7265,3
1000,9,3.4226,154.8216,3.4226,154.8216,3.4226,154.8216,3.4226,154.8216,3.4226,154.8216,0,154.018,3
1000,12.6,2.09,158.842,2.09,158.842,2.09,158.842,2.09,158.842,2.09,158.842,2.09,158.842,0
1000,12.7,2.074,158.887,2.074,158.887,2.074,158.887,2.074,158.887,2.074,158.887,2.074,158.887,0
1000,12.8,2.058,158.932,2.058,158.932,2.058,158.932,2.058,158.932,2.058,158.932,2.058,158.932,0
1000,12.9,2.043,158.976,2.043,158.976,2.043,158.976,2.043,158.976,2.043,158.976,2.043,158.976,0
1000,13,2.028,159.002,2.028,159.002,2.028,159.002,2.028,159.002,2.028,159.002,2.028,159.002,0
1000,13.1,2.013,159.062,2.013,159.062,2.013,159.062,2.013,159.062,2.013,159.062,2.013,159.062,0
1000,13.2,1.997,159.104,1.997,159.104,1.997,159.104,1.997,159.104,1.997,159.104,1.997,159.104,0
1000,13.3,1.984,159.145,1.984,159.145,1.984,159.145,1.984,159.145,1.984,159.145,1.984,159.145,0
1000,13.4,1.969,159.186,1.969,159.186,1.969,159.186,1.969,159.186,1.969,159.186,1.969,159.186,0
1000,13.5,1.955,159.225,1.955,159.225,1.955,159.225,1.955,159.225,1.955,159.225,1.955,159.225,0
1000,2,8.1013,81.8215,8.1013,81.8215,0,81.01349,8.1013,81.8215,8.1013,81.8215,8.1013,81.8215,3
1000,3,7.9622,120.24,7.9622,120.24,0,119.433,7.9622,120.24,7.9622,120.24,7.9622,120.24,3
1000,4,6.918063,139.1861,6.918063,139.1861,0,138.3612,6.918063,139.1861,6.918063,139.1861,6.918063,139.1861,3
1000,5,5.7998,145.801,5.7998,145.801,0,144.995,5.7998,145.801,5.7998,145.801,5.7998,145.801,3
1000,6,4.954429,149.4378,4.954429,149.4378,0,148.632,4.954429,149.4378,4.954429,149.4378,4.954429,149.4378,3
1000,7,4.3148,151.8226,4.3148,151.8226,0,151.018,4.3148,151.8226,4.3148,151.8226,4.3148,151.8226,3
1000,8,3.8181,153.5304,3.8181,153.5304,0,152.7265,3.8181,153.5304,3.8181,153.5304,3.8181,153.5304,3
1000,9,3.4226,154.8216,3.4226,154.8216,0,154.018,3.4226,154.8216,3.4226,154.8216,3.4226,154.8216,3
1000,10,0,155.03218,3.10064,155.83529,3.10064,155.83529,3.10064,155.83529,3.10064,155.83529,3.10064,155.83529,3
1000,2,0,81.01349,8.1013,81.8215,8.1013,81.8215,8.1013,81.8215,8.1013,81.8215,8.1013,81.8215,3
1000,3,0,119.433,7.9622,120.24,7.9622,120.24,7.9622,120.24,7.9622,120.24,7.9622,120.24,3
1000,4,0,138.3612,6.918063,139.1861,6.918063,139.1861,6.918063,139.1861,6.918063,139.1861,6.918063,139.1861,3
1000,5,0,144.995,5.7998,145.801,5.7998,145.801,5.7998,145.801,5.7998,145.801,5.7998,145.801,3
1000,6,0,148.632,4.954429,149.4378,4.954429,149.4378,4.954429,149.4378,4.954429,149.4378,4.954429,149.4378,3
1000,7,0,151.018,4.3148,151.8226,4.3148,151.8226,4.3148,151.8226,4.3148,151.8226,4.3148,151.8226,3
1000,8,0,152.7265,3.8181,153.5304,3.8181,153.5304,3.8181,153.5304,3.8181,153.5304,3.8181,153.5304,3
1000,9,0,154.018,3.4226,154.8216,3.4226,154.8216,3.4226,154.8216,3.4226,154.8216,3.4226,154.8216,3
1000,10,3.10064,155.83529,0,155.03218,3.10064,155.83529,3.10064,155.83529,3.10064,155.83529,3.10064,155.83529,3
1000,2,8.1013,81.8215,0,81.01349,8.1013,81.8215,8.1013,81.8215,8.1013,81.8215,8.1013,81.8215,3
1000,3,7.9622,120.24,0,119.433,7.9622,120.24,7.9622,120.24,7.9622,120.24,7.9622,120.24,3
1000,4,6.918063,139.1861,0,138.3612,6.918063,139.1861,6.918063,139.1861,6.918063,139.1861,6.918063,139.1861,3
1000,5,5.7998,145.801,0,144.995,5.7998,145.801,5.7998,145.801,5.7998,145.801,5.7998,145.801,3
1000,6,4.954429,149.4378,0,148.632,4.954429,149.4378,4.954429,149.4378,4.954429,149.4378,4.954429,149.4378,3
1000,7,4.3148,151.8226,0,151.018,4.3148,151.8226,4.3148,151.8226,4.3148,151.8226,4.3148,151.8226,3
1000,5,5.27735576,148.128666,5.27735576,148.128666,4.1776273,148.1275663,5.27735576,148.128666,4.1776273,148.1275663,5.27735576,148.128666,2
1000,4,6.29874928,143.2257959,6.29874928,143.2257959,5.204938575,143.224702,6.29874928,143.2257959,5.204938575,143.224702,6.29874928,143.2257959,2
1000,3,7.54241275,132.5902165,7.54241275,132.5902165,6.87895351,132.5895531,7.54241275,132.5902165,6.87895351,132.5895531,7.54241275,132.5902165,2
1000,2,8.0774228,97.66484981,8.0774228,97.66484981,8.059347444,97.66483174,8.0774228,97.66484981,8.059347444,97.66483174,8.0774228,97.66484981,2
1000,1,8.144261796,49.65216179,8.144261796,49.65216179,8.133485173,49.65215102,8.144261796,49.65216179,8.133485173,49.65215102,8.144261796,49.65216179,2
1000,11,2.5937925,157.37355,2.5937925,157.37355,1.929276574,157.37289,2.5937925,157.37355,1.929276574,157.37289,2.5937925,157.37355,2
1000,12,2.38891,157.9779459,2.38891,157.9779459,1.771160027,157.9773281,2.38891,157.9779459,1.771160027,157.9773281,2.38891,157.9779459,2
1000,13,2.2138775,158.487164,2.2138775,158.487164,1.63705077,158.4865873,2.2138775,158.487164,1.63705077,158.4865873,2.2138775,158.487164,2
1000,14,2.062645,158.922163,2.062645,158.922163,1.52185583,158.9216223,2.062645,158.922163,1.52185583,158.9216223,2.062645,158.922163,2
1000,15,1.930688,159.2981587,1.930688,159.2981587,1.42183,159.2976498,1.930688,159.2981587,1.42183,159.2976498,1.930688,159.2981587,2
1000,4.5,6.3235,143.085,6.3235,143.085,6.3235,143.085,6.3235,143.085,6.3235,143.085,0,142.279,3
1000,5.5,5.3465,147.8365,5.3465,147.8365,5.3465,147.8365,5.3465,147.8365,5.3465,147.8365,0,147.031,3
1000,6.5,4.6133,150.7393,4.6133,150.7393,4.6133,150.7393,4.6133,150.7393,4.6133,150.7393,0,149.934,3
1000,7.5,4.0516,152.74,4.0516,152.74,4.0516,152.74,4.0516,152.74,4.0516,152.74,0,151.73,3
1000,8.5,3.6097,154.217,3.6097,154.217,3.6097,154.217,3.6097,154.217,3.6097,154.217,0,153.413,3
1000,9.5,3.253,155.357,3.253,155.357,3.253,155.357,3.253,155.357,3.253,155.357,0,154.55,3
1000,10.5,2.9611,156.265,2.9611,156.265,2.9611,156.265,2.9611,156.265,2.9611,156.265,0,155.462,3
1000,11.5,2.7165,157.0067,2.7165,157.0067,2.7165,157.0067,2.7165,157.0067,2.7165,157.0067,0,156.204,3
1000,12.5,2.50914,157.624,2.50914,157.624,2.50914,157.624,2.50914,157.624,2.50914,157.624,0,156.8217,3
1000,13.5,2.33103,158.147,2.33103,158.147,2.33103,158.147,2.33103,158.147,2.33103,158.147,0,157.344,3
1000,1.1,8.149587,45.6308,8.149587,45.6308,8.149587,45.6308,8.149587,45.6308,0,44.822,8.149587,45.6308,3
1000,1.2,8.204524,50.035349,8.204524,50.035349,8.204524,50.035349,8.204524,50.035349,0,49.2271,8.204524,50.035349,3
1000,1.3,8.1388,53.71,8.1388,53.71,8.1388,53.71,8.1388,53.71,0,52.9027,8.1388,53.71,3
1000,8.4,3.077,155.907,3.077,155.907,3.077,155.907,3.077,155.907,3.077,155.907,3.077,155.907,0
1000,8.5,3.043,156.012,3.043,156.012,3.043,156.012,3.043,156.012,3.043,156.012,3.043,156.012,0
1000,8.6,3.009,156.115,3.009,156.115,3.009,156.115,3.009,156.115,3.009,156.115,3.009,156.115,0
1000,8.7,2.997,156.215,2.997,156.215,2.997,156.215,2.997,156.215,2.997,156.215,2.997,156.215,0
1000,8.8,2.945,156.313,2.945,156.313,2.945,156.313,2.945,156.313,2.945,156.313,2.945,156.313,0
1000,8.9,2.913,156.409,2.913,156.409,2.913,156.409,2.913,156.409,2.913,156.409,2.913,156.409,0
1000,9,2.883,156.502,2.883,156.502,2.883,156.502,2.883,156.502,2.883,156.502,2.883,156.502,0
1000,9.1,2.853,156.594,2.853,156.594,2.853,156.594,2.853,156.594,2.853,156.594,2.853,156.594,0
1000,9.2,2.823,156.683,2.823,156.683,2.823,156.683,2.823,156.683,2.823,156.683,2.823,156.683,0
1000,9.3,2.795,156.77,2.795,156.77,2.795,156.77,2.795,156.77,2.795,156.77,2.795,156.77,0
1000,9.4,2.766,156.866,2.766,156.866,2.766,156.866,2.766,156.866,2.766,156.866,2.766,156.866,0
1000,1.4,8.133,57.742,8.133,57.742,8.133,57.742,8.133,57.742,0,56.9347,8.133,57.742,3
1000,1.5,8.1282,61.7696,8.1282,61.7696,8.1282,61.7696,8.1282,61.7696,0,60.9615,8.1282,61.7696,3
1000,1.6,8.1228,65.791,8.1228,65.791,8.1228,65.791,8.1228,65.791,0,64.9829,8.1228,65.791,3
1000,2.5,8.06494,101.67,8.06494,101.67,8.06494,101.67,8.06494,101.67,0,100.8685,8.06494,101.67,3
1000,3.5,7.5359,132.6874,7.5359,132.6874,7.5359,132.6874,7.5359,132.6874,0,131.879,7.5359,132.6874,3
1000,4.5,6.3235,143.085,6.3235,143.085,6.3235,143.085,6.3235,143.085,0,142.279,6.3235,143.085,3
1000,5.5,5.3465,147.8365,5.3465,147.8365,5.3465,147.8365,5.3465,147.8365,0,147.031,5.3465,147.8365,3
1000,6.5,4.6133,150.7393,4.6133,150.7393,4.6133,150.7393,4.6133,150.7393,0,149.934,4.6133,150.7393,3
1000,7.5,4.0516,152.74,4.0516,152.74,4.0516,152.74,4.0516,152.74,0,151.73,4.0516,152.74,3
1000,8.5,3.6097,154.217,3.6097,154.217,3.6097,154.217,3.6097,154.217,0,153.413,3.6097,154.217,3
1000,9.5,3.253,155.357,3.253,155.357,3.253,155.357,3.253,155.357,0,154.55,3.253,155.357,3
1000,10.5,2.9611,156.265,2.9611,156.265,2.9611,156.265,2.9611,156.265,0,155.462,2.9611,156.265,3
1000,11.5,2.7165,157.0067,2.7165,157.0067,2.7165,157.0067,2.7165,157.0067,0,156.204,2.7165,157.0067,3
1000,12.5,2.50914,157.624,2.50914,157.624,2.50914,157.624,2.50914,157.624,0,156.8217,2.50914,157.624,3
900,13.5,2.33103,158.147,2.33103,158.147,2.33103,158.147,2.33103,158.147,0,157.344,2.33103,158.147,3
1000,1.1,8.149587,45.6308,8.149587,45.6308,8.149587,45.6308,0,44.822,8.149587,45.6308,8.149587,45.6308,3
1000,1.2,8.204524,50.035349,8.204524,50.035349,8.204524,50.035349,0,49.2271,8.204524,50.035349,8.204524,50.035349,3
1000,1.3,8.1388,53.71,8.1388,53.71,8.1388,53.71,0,52.9027,8.1388,53.71,8.1388,53.71,3
1000,1.4,8.133,57.742,8.133,57.742,8.133,57.742,0,56.9347,8.133,57.742,8.133,57.742,3
1000,1.5,8.1282,61.7696,8.1282,61.7696,8.1282,61.7696,0,60.9615,8.1282,61.7696,8.1282,61.7696,3
1000,1.6,8.1228,65.791,8.1228,65.791,8.1228,65.791,0,64.9829,8.1228,65.791,8.1228,65.791,3
1000,2.5,8.06494,101.67,8.06494,101.67,8.06494,101.67,0,100.8685,8.06494,101.67,8.06494,101.67,3
1000,3.5,7.5359,132.6874,7.5359,132.6874,7.5359,132.6874,0,131.879,7.5359,132.6874,7.5359,132.6874,3
950,4.5,6.3235,143.085,6.3235,143.085,6.3235,143.085,0,142.279,6.3235,143.085,6.3235,143.085,3
1000,5.5,5.3465,147.8365,5.3465,147.8365,5.3465,147.8365,0,147.031,5.3465,147.8365,5.3465,147.8365,3
1000,6.5,4.6133,150.7393,4.6133,150.7393,4.6133,150.7393,0,149.934,4.6133,150.7393,4.6133,150.7393,3
1000,7.5,4.0516,152.74,4.0516,152.74,4.0516,152.74,0,151.73,4.0516,152.74,4.0516,152.74,3
1000,8.5,3.6097,154.217,3.6097,154.217,3.6097,154.217,0,153.413,3.6097,154.217,3.6097,154.217,3
1000,9.5,3.253,155.357,3.253,155.357,3.253,155.357,0,154.55,3.253,155.357,3.253,155.357,3
1000,10.5,2.9611,156.265,2.9611,156.265,2.9611,156.265,0,155.462,2.9611,156.265,2.9611,156.265,3
1000,11.5,2.7165,157.0067,2.7165,157.0067,2.7165,157.0067,0,156.204,2.7165,157.0067,2.7165,157.0067,3
1000,12.5,2.50914,157.624,2.50914,157.624,2.50914,157.624,0,156.8217,2.50914,157.624,2.50914,157.624,3
1000,13.5,2.33103,158.147,2.33103,158.147,2.33103,158.147,0,157.344,2.33103,158.147,2.33103,158.147,3
1000,1.1,8.149587,45.6308,8.149587,45.6308,0,44.822,8.149587,45.6308,8.149587,45.6308,8.149587,45.6308,3
1000,1.2,8.204524,50.035349,8.204524,50.035349,0,49.2271,8.204524,50.035349,8.204524,50.035349,8.204524,50.035349,3
1000,1.3,8.1388,53.71,8.1388,53.71,0,52.9027,8.1388,53.71,8.1388,53.71,8.1388,53.71,3
1000,1.4,8.133,57.742,8.133,57.742,0,56.9347,8.133,57.742,8.133,57.742,8.133,57.742,3
1000,1.5,8.1282,61.7696,8.1282,61.7696,0,60.9615,8.1282,61.7696,8.1282,61.7696,8.1282,61.7696,3
1000,1.6,8.1228,65.791,8.1228,65.791,0,64.9829,8.1228,65.791,8.1228,65.791,8.1228,65.791,3
1000,2.5,8.06494,101.67,8.06494,101.67,0,100.8685,8.06494,101.67,8.06494,101.67,8.06494,101.67,3
1000,3.5,7.5359,132.6874,7.5359,132.6874,0,131.879,7.5359,132.6874,7.5359,132.6874,7.5359,132.6874,3
1000,4.5,6.3235,143.085,6.3235,143.085,0,142.279,6.3235,143.085,6.3235,143.085,6.3235,143.085,3
1000,5.5,5.3465,147.8365,5.3465,147.8365,0,147.031,5.3465,147.8365,5.3465,147.8365,5.3465,147.8365,3
1000,6.5,4.6133,150.7393,4.6133,150.7393,0,149.934,4.6133,150.7393,4.6133,150.7393,4.6133,150.7393,3
1000,7.5,4.0516,152.74,4.0516,152.74,0,151.73,4.0516,152.74,4.0516,152.74,4.0516,152.74,3
1000,8.5,3.6097,154.217,3.6097,154.217,0,153.413,3.6097,154.217,3.6097,154.217,3.6097,154.217,3
1000,9.5,3.253,155.357,3.253,155.357,0,154.55,3.253,155.357,3.253,155.357,3.253,155.357,3
1000,10.5,2.9611,156.265,2.9611,156.265,0,155.462,2.9611,156.265,2.9611,156.265,2.9611,156.265,3
1000,1.24,8.129,61.212,8.129,61.212,8.129,61.212,8.129,61.212,8.068,61.212,8.129,61.212,1
1000,1.26,8.127,62.174,8.127,62.174,8.127,62.174,8.127,62.174,8.064,62.174,8.127,62.174,1
1000,1.28,8.126,63.134,8.126,63.134,8.126,63.134,8.126,63.134,8.06,63.134,8.126,63.134,1
1000,1.3,8.125,64.094,8.125,64.094,8.125,64.094,8.125,64.094,8.056,64.094,8.125,64.094,1
1000,1.32,8.123,65.052,8.123,65.052,8.123,65.052,8.123,65.052,8.05,65.052,8.123,65.052,1
1000,1.34,8.122,66.008,8.122,66.008,8.122,66.008,8.122,66.008,8.044,66.008,8.122,66.008,1
1000,1.36,8.121,66.963,8.121,66.963,8.121,66.963,8.121,66.963,8.036,66.963,8.121,66.963,1
1000,1.38,8.12,67.915,8.12,67.915,8.12,67.915,8.12,67.915,8.028,67.915,8.12,67.915,1
1000,1.4,8.118,68.864,8.118,68.864,8.118,68.864,8.118,68.864,8.018,68.864,8.118,68.864,1
1000,1.42,8.117,69.81,8.117,69.81,8.117,69.81,8.117,69.81,8.005,69.81,8.117,69.81,1
1000,11.5,2.7165,157.0067,2.7165,157.0067,0,156.204,2.7165,157.0067,2.7165,157.0067,2.7165,157.0067,3
1000,12.5,2.50914,157.624,2.50914,157.624,0,156.8217,2.50914,157.624,2.50914,157.624,2.50914,157.624,3
1000,13.5,2.33103,158.147,2.33103,158.147,0,157.344,2.33103,158.147,2.33103,158.147,2.33103,158.147,3
1000,1.1,8.149587,45.6308,0,44.822,8.149587,45.6308,8.149587,45.6308,8.149587,45.6308,8.149587,45.6308,3
1000,1.2,8.204524,50.035349,0,49.2271,8.204524,50.035349,8.204524,50.035349,8.204524,50.035349,8.204524,50.035349,3
1000,1.3,8.1388,53.71,0,52.9027,8.1388,53.71,8.1388,53.71,8.1388,53.71,8.1388,53.71,3
1000,1.4,8.133,57.742,0,56.9347,8.133,57.742,8.133,57.742,8.133,57.742,8.133,57.742,3
1000,1.5,8.1282,61.7696,0,60.9615,8.1282,61.7696,8.1282,61.7696,8.1282,61.7696,8.1282,61.7696,3
1000,1.6,8.1228,65.791,0,64.9829,8.1228,65.791,8.1228,65.791,8.1228,65.791,8.1228,65.791,3
1000,2.5,8.06494,101.67,0,100.8685,8.06494,101.67,8.06494,101.67,8.06494,101.67,8.06494,101.67,3
1000,3.5,7.5359,132.6874,0,131.879,7.5359,132.6874,7.5359,132.6874,7.5359,132.6874,7.5359,132.6874,3
1000,4.5,6.3235,143.085,0,142.279,6.3235,143.085,6.3235,143.085,6.3235,143.085,6.3235,143.085,3
1000,5.5,5.3465,147.8365,0,147.031,5.3465,147.8365,5.3465,147.8365,5.3465,147.8365,5.3465,147.8365,3
1000,6.5,4.6133,150.7393,0,149.934,4.6133,150.7393,4.6133,150.7393,4.6133,150.7393,4.6133,150.7393,3
1000,7.5,4.0516,152.74,0,151.73,4.0516,152.74,4.0516,152.74,4.0516,152.74,4.0516,152.74,3
1000,8.5,3.6097,154.217,0,153.413,3.6097,154.217,3.6097,154.217,3.6097,154.217,3.6097,154.217,3
1000,9.5,3.253,155.357,0,154.55,3.253,155.357,3.253,155.357,3.253,155.357,3.253,155.357,3
1000,10.5,2.9611,156.265,0,155.462,2.9611,156.265,2.9611,156.265,2.9611,156.265,2.9611,156.265,3
1000,11.5,2.7165,157.0067,0,156.204,2.7165,157.0067,2.7165,157.0067,2.7165,157.0067,2.7165,157.0067,3
1000,12.5,2.50914,157.624,0,156.8217,2.50914,157.624,2.50914,157.624,2.50914,157.624,2.50914,157.624,3
1000,13.5,2.33103,158.147,0,157.344,2.33103,158.147,2.33103,158.147,2.33103,158.147,2.33103,158.147,3
1000,1.1,0,44.822,8.149587,45.6308,8.149587,45.6308,8.149587,45.6308,8.149587,45.6308,8.149587,45.6308,3
1000,1.2,0,49.2271,8.204524,50.035349,8.204524,50.035349,8.204524,50.035349,8.204524,50.035349,8.204524,50.035349,3
1000,9.5,0,154.55,3.253,155.357,3.253,155.357,3.253,155.357,3.253,155.357,3.253,155.357,3
1000,10.5,0,155.462,2.9611,156.265,2.9611,156.265,2.9611,156.265,2.9611,156.265,2.9611,156.265,3
1000,11.5,0,156.204,2.7165,157.0067,2.7165,157.0067,2.7165,157.0067,2.7165,157.0067,2.7165,157.0067,3
1000,12.5,0,156.8217,2.50914,157.624,2.50914,157.624,2.50914,157.624,2.50914,157.624,2.50914,157.624,3
1000,13.5,0,157.344,2.33103,158.147,2.33103,158.147,2.33103,158.147,2.33103,158.147,2.33103,158.147,3
1000,20,1.594407,160.2422,1.594407,160.2422,1.594407,160.2422,1.594407,160.2422,1.594407,160.2422,0,159.4407,3
1000,21,1.5204,160.4474,1.5204,160.4474,1.5204,160.4474,1.5204,160.4474,1.5204,160.4474,0,159.645,3
1000,22,1.45302,160.6335,1.45302,160.6335,1.45302,160.6335,1.45302,160.6335,1.45302,160.6335,0,159.832,3
1000,23,1.3913,160.8033,1.3913,160.8033,1.3913,160.8033,1.3913,160.8033,1.3913,160.8033,0,160.0019,3
1000,24,1.33464,160.9587,1.33464,160.9587,1.33464,160.9587,1.33464,160.9587,1.33464,160.9587,0,160.1574,3
1000,25,1.2824,161.1016,1.2824,161.1016,1.2824,161.1016,1.2824,161.1016,1.2824,161.1016,0,160.300344,3
1000,26,1.234093,161.23444,1.234093,161.23444,1.234093,161.23444,1.234093,161.23444,1.234093,161.23444,0,160.43211,3
1000,27,1.18928902,161.3552,1.18928902,161.3552,1.18928902,161.3552,1.18928902,161.3552,1.18928902,161.3552,0,160.554,3
1000,28,1.147622,161.46827,1.147622,161.46827,1.147622,161.46827,1.147622,161.46827,1.147622,161.46827,0,160.66712,3
1000,29,1.10877,161.5734,1.10877,161.5734,1.10877,161.5734,1.10877,161.5734,1.10877,161.5734,0,160.7723,3
1000,30,1.07246,161.67157,1.07246,161.67157,1.07246,161.67157,1.07246,161.67157,1.07246,161.67157,0,160.87049,3
1000,20,1.594407,160.2422,1.594407,160.2422,1.594407,160.2422,1.594407,160.2422,0,159.4407,1.594407,160.2422,3
1000,21,1.5204,160.4474,1.5204,160.4474,1.5204,160.4474,1.5204,160.4474,0,159.645,1.5204,160.4474,3
1000,22,1.45302,160.6335,1.45302,160.6335,1.45302,160.6335,1.45302,160.6335,0,159.832,1.45302,160.6335,3
1000,23,1.3913,160.8033,1.3913,160.8033,1.3913,160.8033,1.3913,160.8033,0,160.0019,1.3913,160.8033,3
1000,24,1.33464,160.9587,1.33464,160.9587,1.33464,160.9587,1.33464,160.9587,0,160.1574,1.33464,160.9587,3
1000,25,1.2824,161.1016,1.2824,161.1016,1.2824,161.1016,1.2824,161.1016,0,160.300344,1.2824,161.1016,3
1000,26,1.234093,161.23444,1.234093,161.23444,1.234093,161.23444,1.234093,161.23444,0,160.43211,1.234093,161.23444,3
1000,27,1.18928902,161.3552,1.18928902,161.3552,1.18928902,161.3552,1.18928902,161.3552,0,160.554,1.18928902,161.3552,3
1000,28,1.147622,161.46827,1.147622,161.46827,1.147622,161.46827,1.147622,161.46827,0,160.66712,1.147622,161.46827,3
1000,29,1.10877,161.5734,1.10877,161.5734,1.10877,161.5734,1.10877,161.5734,0,160.7723,1.10877,161.5734,3
1000,30,1.07246,161.67157,1.07246,161.67157,1.07246,161.67157,1.07246,161.67157,0,160.87049,1.07246,161.67157,3
1000,20,1.594407,160.2422,1.594407,160.2422,1.594407,160.2422,0,159.4407,1.594407,160.2422,1.594407,160.2422,3
1000,21,1.5204,160.4474,1.5204,160.4474,1.5204,160.4474,0,159.645,1.5204,160.4474,1.5204,160.4474,3
1000,22,1.45302,160.6335,1.45302,160.6335,1.45302,160.6335,0,159.832,1.45302,160.6335,1.45302,160.6335,3
1000,23,1.3913,160.8033,1.3913,160.8033,1.3913,160.8033,0,160.0019,1.3913,160.8033,1.3913,160.8033,3
1000,24,1.33464,160.9587,1.33464,160.9587,1.33464,160.9587,0,160.1574,1.33464,160.9587,1.33464,160.9587,3
1000,25,1.2824,161.1016,1.2824,161.1016,1.2824,161.1016,0,160.300344,1.2824,161.1016,1.2824,161.1016,3
1000,26,1.234093,161.23444,1.234093,161.23444,1.234093,161.23444,0,160.43211,1.234093,161.23444,1.234093,161.23444,3
1000,27,1.18928902,161.3552,1.18928902,161.3552,1.18928902,161.3552,0,160.554,1.18928902,161.3552,1.18928902,161.3552,3
1000,28,1.147622,161.46827,1.147622,161.46827,1.147622,161.46827,0,160.66712,1.147622,161.46827,1.147622,161.46827,3
1000,29,1.10877,161.5734,1.10877,161.5734,1.10877,161.5734,0,160.7723,1.10877,161.5734,1.10877,161.5734,3
1000,30,1.07246,161.67157,1.07246,161.67157,1.07246,161.67157,0,160.87049,1.07246,161.67157,1.07246,161.67157,3
1000,20,1.594407,160.2422,1.594407,160.2422,0,159.4407,1.594407,160.2422,1.594407,160.2422,1.594407,160.2422,3
1000,21,1.5204,160.4474,1.5204,160.4474,0,159.645,1.5204,160.4474,1.5204,160.4474,1.5204,160.4474,3
1000,22,1.45302,160.6335,1.45302,160.6335,0,159.832,1.45302,160.6335,1.45302,160.6335,1.45302,160.6335,3
1000,23,1.3913,160.8033,1.3913,160.8033,0,160.0019,1.3913,160.8033,1.3913,160.8033,1.3913,160.8033,3
